Facility ID,casemixindex,cases,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating,Total Number of Discharges,Sum Predicted Readmissions,Sum Expected Readmissions,Total Excess Readmission Ratio
50481,1.9466,"2,877",1.033327,1.03694,0,Proprietary,Proprietary,,2,862,183.552358,161.95817,1.1333
50485,2.2794,"3,576",1.040203,1.057259,0,Voluntary non-profit - Other,Voluntary non-profit,Other,3,1023,171.307672,172.867026,0.991
50488,1.8932,"2,742",1.074969,1.056027,0,Voluntary non-profit - Other,Voluntary non-profit,Other,5,478,93.763058,91.921486,1.02
50492,1.7468,"3,753",1.052952,1.037783,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,935,166.213424,168.559981,0.9861
50496,2.1309,"4,155",0.960742,0.973578,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1868,248.382297,268.804305,0.924
50498,1.6672,"1,288",0.905266,0.892422,7,Voluntary non-profit - Private,Voluntary non-profit,Private,5,135,18.395505,20.394045,0.902
50503,1.6836,"3,458",0.968609,0.932659,4,Voluntary non-profit - Private,Voluntary non-profit,Private,5,923,156.43793,165.671755,0.9443
50506,2.0627,"1,314",0.982734,0.978017,1,Proprietary,Proprietary,,2,162,23.650056,24.535548,0.9639
50516,1.9567,"4,605",0.953112,0.980845,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1291,244.89121,249.813164,0.9803
50517,1.7551,639,1.108042,0.985301,1,Voluntary non-profit - Private,Voluntary non-profit,Private,1,117,26.153951,25.022085,1.0452
50523,1.6966,"2,129",0.965834,0.990677,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,793,169.095367,160.798854,1.0516
50526,1.9102,615,1.111269,1.099483,0,Proprietary,Proprietary,,2,175,39.084788,38.197573,1.0232
50534,1.8267,803,0.946899,0.922936,5,Proprietary,Proprietary,,2,164,32.004846,31.832318,1.0054
50537,1.6203,867,0.930873,0.865486,8,Voluntary non-profit - Private,Voluntary non-profit,Private,5,110,21.03893,22.05676,0.9539
50549,2.0336,"6,274",1.007465,1.018739,0,Proprietary,Proprietary,,4,2559,352.571087,332.02479,1.0619
50551,1.842,"2,356",1.08958,1.023432,0,Proprietary,Proprietary,,1,657,120.014302,116.476355,1.0304
50557,1.9721,"5,458",0.963989,0.959362,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1292,246.55498,246.521284,1.0001
50567,2.1079,"4,130",0.965328,0.984908,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1503,236.171502,243.241698,0.9709
50570,1.9509,"2,606",1.098895,1.040434,0,Proprietary,Proprietary,,2,1007,203.325928,191.170817,1.0636
50573,1.9638,"7,789",0.946187,0.987773,1,Proprietary,Proprietary,,5,3386,432.965407,442.852977,0.9777
50580,1.6977,743,1.16818,1.083473,0,Proprietary,Proprietary,,3,276,56.05892,53.200339,1.0537
50581,2.0234,"1,654",1.130107,1.096863,0,Proprietary,Proprietary,,3,486,107.064916,101.847496,1.0512
50586,1.9284,640,0.943478,0.976558,1,Proprietary,Proprietary,,,153,29.437498,29.152563,1.0098
50588,1.934,702,1.184497,1.119248,0,Proprietary,Proprietary,,2,209,49.588495,42.72884,1.1605
50589,1.8547,609,1.078145,0.971444,2,Proprietary,Proprietary,,2,183,32.496408,31.514918,1.0311
50590,1.7715,"1,588",0.930155,0.9194,5,Voluntary non-profit - Private,Voluntary non-profit,Private,3,501,104.15124,99.849308,1.0431
50597,1.781,"1,103",1.181027,1.17931,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,335,63.166176,59.980586,1.0531
50599,2.465,"7,700",0.96731,0.997259,0,Government - Hospital District or Authority,Government,Hospital District or Authority,4,1411,253.900404,255.058046,0.9955
50603,1.9691,"2,587",1.012532,1.033607,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,809,129.982325,137.557161,0.9449
50608,1.924,416,0.94634,0.917895,5,Proprietary,Proprietary,,2,148,27.878692,25.912347,1.0759
50624,1.768,"2,210",0.991918,1.020752,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,902,179.736587,171.084648,1.0506
50625,2.5087,"16,989",1.051396,1.078342,0,Voluntary non-profit - Other,Voluntary non-profit,Other,5,5329,970.74477,947.716499,1.0243
50633,1.5272,"1,438",0.971575,0.930289,4,Proprietary,Proprietary,,2,504,84.148824,81.592966,1.0313
50636,1.7145,"1,081",1.005127,1.004104,0,Government - Hospital District or Authority,Government,Hospital District or Authority,4,338,60.566178,60.820182,0.9958
50641,1.8937,235,1.183239,1.080421,0,Proprietary,Proprietary,,,31,8.255021,7.946385,1.0388
50663,1.6795,"2,160",1.29851,1.269165,0,Proprietary,Proprietary,,4,432,92.972234,91.222098,1.0192
50674,1.9671,"1,034",0.95556,0.908591,5,Voluntary non-profit - Private,Voluntary non-profit,Private,4,50,9.9644,9.8056,1.0162
50678,2.0816,"2,463",0.999204,0.99546,0,Proprietary,Proprietary,,3,687,126.943053,125.406242,1.0123
50684,1.6563,409,0.947453,1.018935,0,Physician,Physician,,3,58,9.34177,9.134014,1.0227
50689,1.9064,"1,213",0.979345,0.928308,4,Proprietary,Proprietary,,3,333,61.436949,58.504761,1.0501
50696,3.2105,"3,741",1.002186,1.002318,0,Voluntary non-profit - Other,Voluntary non-profit,Other,5,311,73.812059,71.411711,1.0336
50701,1.7979,"1,919",0.941381,0.989656,0,Proprietary,Proprietary,,2,483,89.44236,91.78911,0.9744
50709,1.9361,"1,700",0.949964,0.903,6,Proprietary,Proprietary,,3,620,142.735736,134.366798,1.0623
50724,2.2472,"1,255",0.985695,0.981911,1,Proprietary,Proprietary,,3,683,137.369468,136.906533,1.0034
50735,1.7557,708,1.246686,1.250499,0,Proprietary,Proprietary,,5,202,37.088194,37.921416,0.978
50737,2.0701,"1,441",1.137439,1.128342,0,Proprietary,Proprietary,,2,640,125.519186,118.104998,1.0628
50738,2.0355,500,1.403614,1.215915,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,114,24.17769,25.769928,0.9382
50739,2.0312,"3,085",1.069941,1.033164,0,Proprietary,Proprietary,,4,1056,273.896612,255.580681,1.0717
50740,2.0431,"1,436",1.086568,1.129808,0,Proprietary,Proprietary,,3,370,76.335069,73.556313,1.0378
50746,2.2936,"1,016",1.113601,1.06639,0,Proprietary,Proprietary,,3,166,33.056894,33.140028,0.9975
50747,2.0901,247,1.383775,1.309965,0,Proprietary,Proprietary,,2,79,14.937952,14.733105,1.0139
50755,1.9409,"1,545",1.099104,1.096911,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,707,167.807671,157.99026,1.0621
50757,2.0046,"1,553",1.071208,1.085479,0,Proprietary,Proprietary,,2,358,77.590631,76.895644,1.009
50758,2.2031,425,1.081086,1.070693,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,99,22.549131,21.596652,1.0441
50761,1.8066,"3,172",1.024913,1.057894,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1113,225.771662,217.738492,1.0369
50763,1.3922,"3,996",1.413338,1.369595,0,Proprietary,Proprietary,,4,482,106.437177,96.37709,1.1044
50764,1.9596,"3,219",0.912103,0.954783,3,Proprietary,Proprietary,,1,1813,265.836887,272.562615,0.9753
50770,1.9766,"2,131",0.982464,0.985163,1,Voluntary non-profit - Private,Voluntary non-profit,Private,1,653,122.633012,114.744507,1.0687
50771,1.9417,614,1.220368,1.163064,0,Proprietary,Proprietary,,3,242,57.446704,55.812389,1.0293
50775,1.8555,"2,263",0.954709,0.954297,3,Proprietary,Proprietary,,3,837,157.119489,150.836851,1.0417
50776,1.4944,615,1.17246,1.179682,0,Proprietary,Proprietary,,2,116,26.836308,27.460568,0.9773
50779,1.6109,976,0.979908,0.933205,4,Voluntary non-profit - Private,Voluntary non-profit,Private,5,244,54.678176,50.491545,1.0829
50782,2.2914,330,1.107791,1.127984,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,62,12.546258,11.837288,1.0599
60001,2.3526,"1,891",0.990237,1.009746,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,759,129.473385,135.363858,0.9565
60003,1.7136,800,1.040835,0.968641,2,Voluntary non-profit - Private,Voluntary non-profit,Private,4,292,48.861045,48.421817,1.0091
60004,2.0372,521,0.943711,0.970883,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,81,15.549975,15.92865,0.9762
60006,1.6083,822,0.901624,0.94696,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,93,16.308294,16.388739,0.9951
60009,1.9198,"2,124",0.998182,0.951763,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,533,86.279355,93.107513,0.9267
60010,1.8889,"3,175",0.939686,0.954371,3,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2170,175.377479,181.691397,0.9652
60011,2.1556,"1,132",0.905456,0.940778,3,Government - State,Government,State,3,54,13.129128,12.779208,1.0274
60013,1.9092,"1,314",0.937681,0.958712,2,Voluntary non-profit - Church,Voluntary non-profit,Church,5,299,46.77411,54.065355,0.8651
60014,3.2467,"1,485",1.079731,1.072281,0,Government - State,Government,State,3,72,12.952656,13.117032,0.9875
60015,2.2398,"3,206",1.008958,1.007471,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,678,105.609584,110.475019,0.956
60020,1.993,"3,886",1.020302,0.97249,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1399,207.524898,220.086797,0.9429
60022,2.1299,"6,498",1.01024,1.023681,0,Government - Local,Government,Local,3,1455,237.379638,253.837242,0.9352
60023,2.2421,"3,186",1.022929,1.024321,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,780,115.614738,119.802231,0.965
60024,2.5701,"7,472",0.976118,0.991274,0,Government - Hospital District or Authority,Government,Hospital District or Authority,5,1502,234.836386,247.198679,0.95
60027,2.0795,"2,359",0.980186,0.964859,2,Voluntary non-profit - Private,Voluntary non-profit,Private,4,917,88.317171,87.9075,1.0047
60028,2.3902,"1,305",0.955566,0.993362,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,237,47.112968,48.508123,0.9712
60030,1.7918,581,1.013488,1.010396,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,85,15.594865,15.990285,0.9753
60031,2.1091,"6,031",0.986062,0.995505,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2984,267.073021,310.957606,0.8589
60032,2.0974,"1,712",0.977815,1.016674,0,Proprietary,Proprietary,,4,332,59.676204,60.056355,0.9937
60034,2.2891,"4,263",1.031889,1.022151,0,Proprietary,Proprietary,,4,742,130.441599,132.526598,0.9843
60064,2.4356,"1,581",0.969412,0.977916,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,228,38.65016,41.23238,0.9374
60065,2.0565,891,0.954103,0.972538,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,193,37.337379,38.762398,0.9632
60071,1.531,465,0.920158,0.941175,3,Government - Local,Government,Local,3,49,9.755998,9.424954,1.0351
