Facility ID,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points
140286,0.970692,1.036035,0,0
140288,1.02424,1.033297,0,0
140289,0.973538,0.985464,1,0
140290,1.107431,1.089441,0,0
140291,0.944804,0.930805,4,1
140292,1.107276,1.068266,0,1
140294,0.978448,1.035824,0,0
140304,1.063391,1.026539,0,1
150001,0.923779,0.958846,2,0
150002,1.101409,1.100381,0,0
150004,1.08196,1.087619,0,0
150005,0.935142,0.916813,5,2
150006,1.035592,0.981376,1,2
150007,1.035077,0.980747,1,2
150008,1.120888,1.126653,0,0
150009,1.032396,1.045964,0,0
150010,1.056231,1.028733,0,1
150011,1.003704,1.009858,0,0
150012,0.987075,0.995733,0,0
150015,1.032514,0.968868,2,3
150017,1.026002,1.047522,0,0
150018,0.964559,0.986133,1,0
150021,1.014797,1.033592,0,0
150022,0.956283,0.969195,2,0
150023,1.016197,1.010486,0,0
150024,1.009779,0.956049,3,3
150026,0.99988,1.001501,0,0
150030,1.06135,1.020666,0,1
150034,1.007913,1.041696,0,0
150035,1.078624,1.074806,0,0
150037,1.013539,1.00853,0,0
150042,1.059271,1.113064,0,0
150044,1.037259,1.106598,0,0
150045,1.001435,1.031378,0,0
150046,1.03622,0.994881,0,2
150048,1.000773,0.995134,0,0
150051,0.996808,0.978676,1,1
150056,1.034744,1.050143,0,0
150057,0.974092,0.936428,4,2
150058,0.990943,0.985815,1,0
150059,1.048297,1.067757,0,0
150061,1.153987,1.07283,0,2
150065,1.05719,1.017972,0,1
150069,1.019792,1.054274,0,0
150074,1.006193,1.021785,0,0
150075,0.919718,0.843883,10,9
150076,0.963717,0.936619,4,2
150082,1.032138,1.06839,0,0
150084,1.035011,1.023125,0,0
150086,1.027881,1.023384,0,0
150088,0.956115,0.969589,2,0
150089,0.992179,1.000419,0,0
150090,1.046003,1.048135,0,0
150091,0.928748,0.928354,4,0
150097,0.944866,0.975419,1,0
150100,1.019858,1.041405,0,0
150101,0.900328,0.914904,5,0
150104,0.990523,0.957983,2,2
150109,0.981917,0.983812,1,0
150112,0.93531,0.968896,2,0
150113,0.949385,0.980934,1,0
150115,0.945337,0.941067,3,0
150125,1.090811,1.099291,0,0
150126,1.054167,1.011554,0,2
150128,1.011926,1.067726,0,0
150133,0.945077,0.997487,0,0
150146,0.958861,0.88781,7,6
150149,0.99976,0.870989,8,8
150150,0.977121,0.991154,0,0
150153,0.936321,0.93621,4,0
150157,0.973452,0.936053,4,2
150158,0.969732,0.968981,2,0
150161,0.966547,1.020071,0,0
150162,1.002541,0.979806,1,1
150165,1.056491,0.986923,1,3
150169,1.090848,1.051587,0,1
150173,1.041358,1.034455,0,0
150181,0.862922,0.921617,5,0
150183,0.924266,0.91088,5,1
160001,0.80824,0.852444,9,0
160005,0.877564,0.97367,1,0
160013,0.798279,0.806427,10,0
160016,0.918045,0.948348,3,0
160028,0.943941,0.956859,2,0
160030,0.948724,0.990735,0,0
160032,0.94032,0.852682,9,9
160033,0.95977,0.985228,1,0
160040,0.924488,0.971781,2,0
160045,0.933039,0.942401,3,0
160047,0.952312,0.979536,1,0
160057,0.92086,0.952568,3,0
160058,1.011189,1.055908,0,0
160064,0.948015,1.002847,0,0
160067,0.93769,0.89307,6,4
160069,0.898805,0.926931,4,0
160079,0.900336,0.934294,4,0
160080,0.935853,0.962318,2,0
160082,0.936961,0.96606,2,0
160083,0.982036,0.992641,0,0
160089,1.057369,1.065418,0,0
160101,0.927667,0.905106,6,2
160104,0.945378,0.923899,5,2
160110,0.930885,0.932828,4,0
160112,0.886305,0.957628,2,0
160124,0.93888,0.974179,1,0
160146,0.975092,0.973416,1,0
160147,0.895595,0.867395,8,5
160153,1.023543,1.017167,0,0
170006,1.003183,0.999149,0,0
170009,0.899243,0.973269,1,0
170012,1.058556,1.07256,0,0
170013,1.052404,1.048854,0,0
170014,0.905349,1.120124,0,0
170016,0.968029,0.990867,0,0
170017,0.96729,1.059263,0,0
170020,0.987335,0.994764,0,0
170023,1.00769,1.008323,0,0
170027,1.055806,1.062873,0,0
170040,0.999484,1.010186,0,0
170049,1.012086,0.990323,0,1
170068,0.89901,1.038378,0,0
170074,1.084084,1.024701,0,2
170086,0.994548,1.037852,0,0
170103,1.007625,1.066125,0,0
170104,0.995432,0.992411,0,0
170105,0.90756,0.904842,6,0
170120,0.957532,0.966738,2,0
170122,0.973546,1.00397,0,0
170123,0.992897,0.992992,0,0
170137,0.937605,0.946303,3,0
170142,0.956557,0.983068,1,0
170146,0.935844,0.97642,1,0
170175,0.960177,1.031146,0,0
170176,1.000089,1.040879,0,0
170182,1.00178,1.001343,0,0
170185,0.961152,1.026509,0,0
170186,0.954456,0.998089,0,0
170191,0.935832,1.020781,0,0
170200,0.922648,0.94654,3,0
180001,1.019695,1.005326,0,0
180002,0.946504,0.906823,6,3
180004,0.969267,1.068795,0,0
180005,1.001066,1.060933,0,0
180009,0.969015,0.954286,3,1
180010,1.043243,1.040886,0,0
180011,0.922765,0.96097,2,0
180012,0.992441,1.01821,0,0
180013,1.04685,1.054629,0,0
180017,1.010258,0.95957,2,3
180018,0.934145,0.990879,0,0
180019,0.942742,0.950958,3,0
180024,0.959264,0.919606,5,3
180025,0.943114,0.893993,6,4
180027,1.049106,0.972157,1,3
180029,0.998728,0.995877,0,0
180035,1.01266,1.03035,0,0
180038,0.988234,1.001283,0,0
180040,0.992428,1.000404,0,0
180043,0.937111,0.999529,0,0
180044,0.999812,0.963394,2,2
180045,1.031493,1.074628,0,0
180048,1.020782,1.028217,0,0
180049,1.016477,0.958243,2,3
180050,0.9223,0.904634,6,2
180051,1.02971,1.031867,0,0
180056,1.064304,1.055634,0,0
180064,0.90855,0.97918,1,0
180067,1.058391,1.054015,0,0
180069,0.847891,0.904796,6,0
180070,1.025008,0.939359,4,4
180078,0.966312,1.038656,0,0
180079,1.033018,0.974682,1,3
180087,1.008374,0.950086,3,3
180088,1.004063,0.99319,0,0
180092,0.944223,0.950445,3,0
180093,1.010486,0.982004,1,1
180101,1.115725,1.028307,0,3
180102,1.010715,0.996779,0,0
180103,1.045873,1.053597,0,0
180104,0.989584,1.017821,0,0
180105,0.999851,0.9338,4,4
180115,1.048179,0.980654,1,3
180116,1.107132,1.075544,0,1
180124,0.995282,0.984937,1,0
180127,1.033002,0.994714,0,2
180128,0.916822,0.900878,6,2
180130,0.983742,1.004043,0,0
180132,0.973429,0.977943,1,0
180138,0.926069,0.942369,3,0
180139,0.913675,0.9065,6,1
180141,1.094287,1.077371,0,0
180143,1.005803,0.954258,3,3
190002,1.019411,1.047969,0,0
190004,0.978284,1.052706,0,0
190005,1.030584,1.071158,0,0
190006,0.970413,1.053453,0,0
190007,1.145763,1.282619,0,0
190008,1.002979,1.054973,0,0
190011,1.038147,1.045958,0,0
190013,0.99594,0.987358,1,0
190014,1.041915,1.068645,0,0
190015,1.121488,1.14574,0,0
190017,1.103047,1.073614,0,1
190019,1.057292,1.060326,0,0
190020,1.195076,1.154444,0,1
190026,1.062653,1.053562,0,0
190027,0.998107,1.062098,0,0
190034,1.128476,1.007188,0,4
190036,0.975815,1.022879,0,0
190039,1.017428,1.082746,0,0
190041,1.022431,1.020193,0,0
190044,1.099372,1.170321,0,0
190045,1.008505,0.990444,0,1
190046,1.034006,1.067363,0,0
190050,1.108679,1.161144,0,0
190053,1.037646,1.139011,0,0
190054,1.054391,1.083455,0,0
190060,1.040961,0.996955,0,2
190064,1.018334,1.034291,0,0
190065,0.993375,1.005431,0,0
190086,1.164044,1.242476,0,0
190098,1.05462,1.116576,0,0
190102,1.05674,1.029662,0,1
190111,1.107291,1.108545,0,0
190114,1.243478,1.144379,0,2
190125,1.07055,1.0853,0,0
190128,0.87724,0.932043,4,0
190140,1.072721,1.301868,0,0
190144,1.074357,1.152581,0,0
190146,0.977676,0.983958,1,0
190160,1.055768,1.011982,0,2
190164,1.080741,1.155685,0,0
190167,1.118749,1.107578,0,0
190176,1.010571,1.028673,0,0
190183,0.89589,0.982629,1,0
190201,0.919041,1.029649,0,0
190202,1.001132,0.976872,1,1
190204,0.936393,1.072455,0,0
190274,1.015593,1.016555,0,0
190308,1.073914,0.888634,7,8
200001,0.933686,0.910599,5,2
200008,0.995263,1.01237,0,0
200009,1.011337,1.007848,0,0
200018,0.931718,0.920155,5,1
200019,0.960619,0.955814,3,0
200020,0.960002,0.910251,5,4
200021,0.917882,0.804117,10,9
200024,0.970044,0.977781,1,0
200031,0.882577,0.825481,10,9
200033,1.004312,0.975011,1,1
200034,0.984776,0.929152,4,3
200037,0.959828,0.896961,6,5
200039,0.973487,0.952232,3,1
200041,0.99731,0.987703,1,0
200050,0.942335,0.907648,6,3
200052,0.907356,0.824689,10,9
200063,0.919557,0.941381,3,0
220001,1.000448,1.00353,0,0
220002,0.958576,0.951064,3,0
220008,1.007149,0.986736,1,1
220010,1.002004,1.009005,0,0
220011,0.980406,0.996589,0,0
220012,0.988671,0.998121,0,0
220015,0.981686,0.962925,2,1
220016,0.931243,0.931132,4,0
220017,1.02379,1.070563,0,0
220019,0.953266,0.95846,2,0
220020,0.991666,0.999121,0,0
220024,0.945997,0.981676,1,0
220029,1.046649,0.982456,1,3
220030,0.95891,0.991394,0,0
220031,1.039742,1.009671,0,1
220035,0.939829,0.946458,3,0
220036,1.06978,1.09657,0,0
220046,0.986535,1.026024,0,0
220049,1.005588,0.991932,0,0
220060,0.97509,0.954893,3,1
220063,0.98255,0.988562,0,0
220065,0.943222,0.925073,4,1
220066,0.97027,1.013533,0,0
220070,1.003661,1.035957,0,0
220071,1.009895,0.991895,0,1
220073,1.024947,0.970621,2,3
220074,1.009412,1.002966,0,0
220077,1.002033,1.027601,0,0
220080,1.038092,1.021924,0,0
220083,0.931263,0.96725,2,0
220084,1.000592,0.971595,2,1
220086,1.00947,0.996309,0,0
220090,1.002396,0.992392,0,0
220095,1.043316,1.023338,0,1
220098,0.947469,0.935709,4,1
220100,0.966995,0.967367,2,0
220101,0.908247,0.941075,3,0
220105,0.979252,0.970107,2,0
220108,0.950742,0.947965,3,0
220110,1.021392,1.024079,0,0
220111,1.033255,0.990899,0,2
220116,1.029559,1.010489,0,1
220119,0.950539,0.916516,5,3
220135,0.968189,0.989265,0,0
220163,1.039417,1.034653,0,0
220171,0.990388,0.992558,0,0
220175,1.016545,1.027254,0,0
220176,1.036765,0.978272,1,3
230002,0.953736,0.964066,2,0
230003,0.85083,0.878689,7,0
230005,0.896396,0.936265,4,0
230015,0.900809,0.939792,4,0
230017,0.941283,0.896139,6,4
230019,0.960937,0.962151,2,0
230020,1.02467,1.03862,0,0
230021,0.951579,0.939591,4,1
230022,0.93949,0.908538,5,3
230024,1.041434,0.992724,0,2
230029,0.986552,0.986217,1,0
230030,1.032615,0.95493,3,4
230031,0.893471,0.900324,6,0
230035,0.904532,0.818341,10,9
230036,0.963612,0.903916,6,5
230037,0.907193,0.856997,9,8
230041,0.985488,0.985968,1,0
230046,0.971618,0.992434,0,0
230047,1.0267,1.000293,0,1
230053,0.998,0.999876,0,0
230054,1.003156,1.000288,0,0
230055,0.932309,0.898139,6,3
230058,0.915015,0.861309,8,7
230059,0.931464,0.92241,5,1
230066,0.92587,0.960717,2,0
230069,0.908372,0.899256,6,1
230070,1.025972,1.016041,0,0
230072,0.865242,0.888441,7,0
230075,0.950687,0.940793,3,0
230077,0.987697,0.98791,1,0
230080,0.950041,0.913917,5,3
230081,0.88122,0.808214,10,9
230089,0.933097,0.902049,6,3
230092,0.94141,0.95191,3,0
230095,0.963387,0.876824,7,7
230097,0.924202,0.920221,5,0
230099,0.970118,0.939299,4,2
230100,0.895306,0.869296,8,5
230104,1.013043,0.963666,2,2
230105,0.949691,0.949265,3,0
230108,0.976532,0.833615,10,9
230110,0.849097,0.860258,9,0
230117,0.930081,0.939116,4,0
230121,0.929421,0.950705,3,0
230130,1.016232,1.011349,0,0
230132,0.957653,0.955674,3,0
230133,0.911476,0.849421,9,9
230141,0.972733,0.977089,1,0
230142,0.995674,0.999474,0,0
230146,0.997803,1.001069,0,0
230151,1.020195,1.001601,0,1
230156,0.944226,0.93444,4,0
230165,0.999112,0.985609,1,0
230167,0.955097,0.968381,2,0
230176,1.005049,0.947057,3,3
230180,0.89915,0.923769,5,0
230193,0.985545,0.947925,3,2
230195,1.014231,1.041606,0,0
230197,0.975439,0.988363,0,0
230207,1.021502,1.031704,0,0
230208,0.959613,0.93503,4,2
230216,0.949974,0.944167,3,0
230217,0.863681,0.914908,5,0
230222,0.962086,0.958519,2,0
230227,0.965196,0.958406,2,0
230230,0.979463,0.983636,1,0
230236,0.92701,0.924572,4,0
230239,0.854671,0.817643,10,9
230241,0.882179,0.91365,5,0
230244,0.978897,0.980629,1,0
230254,1.007522,1.009693,0,0
230259,0.85903,0.852134,9,4
230269,0.987593,0.961822,2,1
230270,1.028016,1.061346,0,0
230273,1.062101,1.054554,0,0
230277,1.002858,1.002357,0,0
230297,0.973261,1.027021,0,0
230302,0.945369,0.935132,4,1
230303,0.813638,0.895144,6,0
240001,0.950558,0.953811,3,0
240002,0.993264,1.00482,0,0
240004,0.969424,0.972262,1,0
240006,0.873714,0.788206,10,9
240010,0.961094,0.977927,1,0
240014,0.839514,0.85835,9,0
240018,0.900103,0.966791,2,0
240019,0.961946,1.102652,0,0
240020,0.852444,0.863087,8,0
240022,0.858282,0.946951,3,0
240030,0.92581,0.917026,5,1
240036,0.945182,0.958239,2,0
240038,0.955528,0.957499,2,0
240040,0.976489,1.015053,0,0
240043,0.872674,0.866382,8,2
240044,0.897598,0.832192,10,9
240047,0.984594,0.955885,3,2
240050,0.91975,0.873949,8,6
240052,0.904308,0.892033,7,2
240053,0.926547,0.928018,4,0
240056,0.93526,0.94975,3,0
240057,0.953959,0.952466,3,0
240059,0.810497,0.88051,7,0
240064,0.883394,0.939601,4,0
240066,0.900134,0.927226,4,0
240069,0.885506,0.846257,9,9
240075,0.834639,0.877215,7,0
240076,0.832461,0.848147,9,0
240078,0.953102,0.966584,2,0
240084,0.84009,0.866184,8,0
240093,0.951814,0.945593,3,0
240100,0.913599,0.902526,6,1
240101,0.83769,0.845105,9,0
240104,0.925009,0.878679,7,5
240106,0.972579,0.972931,1,0
240115,0.908697,0.911662,5,0
240141,0.910973,0.899013,6,1
240166,0.82569,0.91126,5,0
240187,0.880455,0.934351,4,0
240207,0.908041,0.902898,6,0
240210,0.933948,0.941551,3,0
240213,0.88513,0.892479,7,0
240214,0.835769,0.857895,9,0
250001,1.013965,1.02961,0,0
250004,1.008351,1.009538,0,0
250006,0.970995,0.970648,2,0
250007,1.013976,1.065742,0,0
250009,0.981175,0.975294,1,0
250019,1.121298,1.130519,0,0
250025,1.016167,1.025301,0,0
250031,1.112897,1.110693,0,0
250034,0.956913,0.980375,1,0
250036,0.955805,0.968028,2,0
250038,0.904833,0.913954,5,0
250040,1.009104,0.988613,0,1
250043,0.974524,0.93878,4,2
250048,0.994899,1.030025,0,0
250050,0.993125,0.972734,1,1
250057,1.013285,1.040014,0,0
250058,0.946476,0.933189,4,1
250069,1.231,1.193189,0,0
250072,1.047044,1.091593,0,0
250077,0.942915,0.930159,4,1
250078,1.000984,1.02007,0,0
250082,1.004634,1.074056,0,0
250084,1.200981,1.167049,0,0
250093,0.981414,0.987745,1,0
250094,1.000036,0.989348,0,0
250096,1.025305,1.055265,0,0
250097,1.016277,1.004192,0,0
250099,1.036832,1.058998,0,0
250100,0.971206,0.962524,2,0
250102,1.059735,1.041907,0,0
250104,1.05771,1.064994,0,0
250117,0.932037,0.93764,4,0
250123,0.983683,1.08242,0,0
250138,0.994156,1.01667,0,0
250141,0.966858,1.013093,0,0
250162,0.984591,0.912167,5,5
250167,0.926668,0.870851,8,6
250168,1.115784,1.089624,0,0
260001,1.018426,1.005752,0,0
260005,1.054698,1.017539,0,1
260006,0.960404,0.958269,2,0
260009,0.885775,0.864841,8,5
260011,0.949554,0.933217,4,1
260017,1.022518,1.040523,0,0
260020,1.004161,1.030299,0,0
260022,0.9397,1.068284,0,0
260023,0.983785,0.995432,0,0
260025,0.997511,1.008028,0,0
260027,1.028542,1.06991,0,0
260040,0.961362,0.973904,1,0
260048,0.947025,0.961715,2,0
260050,0.987085,1.024133,0,0
260052,0.929703,0.932961,4,0
260057,1.087784,1.048966,0,1
260059,0.914094,0.924876,4,0
260061,0.968287,0.954626,3,1
260062,0.98746,1.019029,0,0
260064,0.895859,0.953483,3,0
260065,0.97545,0.982513,1,0
260068,0.967877,0.992255,0,0
260074,0.924221,0.90738,6,2
260077,0.958425,0.978291,1,0
260078,0.915444,0.877231,7,5
260081,0.950905,0.986799,1,0
260085,1.010635,1.035226,0,0
260091,0.995251,1.056085,0,0
260094,0.93415,0.929944,4,0
260095,1.017418,1.014051,0,0
260096,1.011869,1.021932,0,0
260097,0.921552,0.953304,3,0
260102,0.843372,0.837156,10,9
260105,1.06461,1.040076,0,1
260108,0.981534,0.966638,2,1
260110,1.009255,1.014397,0,0
260113,0.933327,0.968261,2,0
260119,0.994538,0.961654,2,2
260137,1.016597,0.993109,0,1
260138,1.014026,1.021619,0,0
260141,1.034824,1.056081,0,0
260142,0.898229,0.884316,7,2
260162,0.857016,0.974637,1,0
260163,0.930622,0.960666,2,0
260175,0.902227,0.932202,4,0
260176,0.930043,0.994384,0,0
260177,1.029038,1.015671,0,0
260179,0.949428,1.005246,0,0
260180,0.994109,0.999107,0,0
260183,0.970458,1.009551,0,0
260186,0.910072,0.938179,4,0
260190,0.948096,0.946938,3,0
260191,0.983928,1.014443,0,0
260193,0.919989,0.940555,3,0
260195,0.892476,0.931482,4,0
260200,1.024588,1.01547,0,0
260214,0.890682,0.936468,4,0
260216,0.961799,0.986132,1,0
260219,0.967127,0.986307,1,0
270003,0.854043,0.875266,8,0
270004,0.968994,1.030546,0,0
270012,1.003576,0.967018,2,2
270014,0.897015,0.917001,5,0
270017,0.936451,0.919271,5,1
270023,0.935798,0.981613,1,0
270032,0.741144,0.781298,10,0
270049,0.953488,1.000758,0,0
270051,0.981659,0.927075,4,3
270057,0.923329,0.862994,8,7
270086,0.85364,0.934012,4,0
280003,1.00696,1.024611,0,0
280009,1.028001,1.093484,0,0
280013,1.010052,1.015649,0,0
280020,0.98602,1.026655,0,0
280023,0.984749,1.052201,0,0
280032,0.990902,0.961299,2,2
280040,1.019565,1.014441,0,0
280065,0.995755,0.974928,1,1
280077,0.99815,0.935621,4,4
280081,1.037389,1.056839,0,0
280105,0.845892,0.913409,5,0
280111,1.004096,1.090761,0,0
280125,1.000764,1.020539,0,0
280128,0.963349,1.00077,0,0
280130,0.9821,0.944776,3,2
280132,0.923614,0.942513,3,0
280134,1.044668,1.04116,0,0
290001,0.985494,1.02066,0,0
290003,1.136999,1.154002,0,0
290005,1.114637,1.147651,0,0
290007,1.108337,1.108876,0,0
290008,0.966512,0.976525,1,0
290009,0.897856,0.916095,5,0
290021,1.106416,1.090249,0,0
290022,1.073341,1.082253,0,0
290032,0.945602,0.894965,6,5
290039,1.059491,1.07759,0,0
290041,1.097896,1.052273,0,1
290046,1.114979,1.071125,0,1
290047,1.044779,1.074868,0,0
290049,0.879408,0.930968,4,0
290053,1.047157,1.096504,0,0
290054,1.056677,1.037894,0,0
290057,1.107971,1.014381,0,3
300001,1.007044,1.031809,0,0
300003,1.018179,1.031737,0,0
300005,1.003465,0.95044,3,3
300011,1.036373,1.014629,0,1
300012,0.996588,1.030047,0,0
300014,0.978402,0.97302,1,0
300017,0.949147,1.014113,0,0
300018,0.975008,0.944385,3,2
300019,0.944999,0.959115,2,0
300020,0.983115,0.966112,2,1
300023,0.971581,0.941827,3,2
300029,1.008148,1.026941,0,0
300034,1.01903,0.991297,0,1
310001,1.071745,1.053148,0,0
310002,1.06738,1.072296,0,0
310003,1.006265,1.051189,0,0
310005,1.00509,0.942618,3,3
310006,1.034513,1.034104,0,0
310008,1.070792,1.063114,0,0
310009,1.117214,1.134834,0,0
310010,0.97571,0.974192,1,0
310011,1.008846,0.987841,1,1
310012,0.988364,1.028507,0,0
310014,1.086546,1.056984,0,1
310015,1.026111,1.034527,0,0
310016,1.086785,1.097176,0,0
310017,1.087193,1.067171,0,0
310019,1.048671,1.078912,0,0
310021,1.048307,1.003734,0,2
310022,1.077707,1.043431,0,1
310025,1.094241,1.138755,0,0
310027,1.165214,1.181338,0,0
310028,1.034688,1.059427,0,0
310029,1.031124,1.06297,0,0
310031,1.016296,1.062561,0,0
310032,1.043089,1.059174,0,0
310034,1.038246,1.069315,0,0
310038,1.06569,1.073687,0,0
310039,1.079566,1.120327,0,0
310040,1.112297,1.202298,0,0
310041,1.113238,1.09548,0,0
310044,1.079114,1.104571,0,0
310045,1.048856,1.043408,0,0
310047,1.014604,0.991823,0,1
310048,1.04928,1.053149,0,0
310050,1.00895,1.049851,0,0
310051,1.016854,1.020587,0,0
310052,1.077502,1.136493,0,0
310054,1.059234,1.086131,0,0
310057,1.05079,1.056834,0,0
310060,0.924082,0.941258,3,0
310061,1.076546,1.104093,0,0
310064,1.016177,0.989448,0,1
310069,1.041679,1.011907,0,1
310070,1.00363,1.017169,0,0
310073,1.051178,1.035775,0,0
310074,1.054768,1.049873,0,0
310075,1.095765,1.084257,0,0
310076,1.049748,1.041173,0,0
310083,1.102302,1.114211,0,0
310084,1.121305,1.093048,0,1
310086,1.02509,1.008785,0,0
310092,1.154566,1.169334,0,0
310096,0.951942,0.993974,0,0
310108,1.129781,1.1341,0,0
310110,1.038439,1.061696,0,0
310111,1.076473,1.080914,0,0
310112,1.030574,1.071715,0,0
310113,1.03807,1.050922,0,0
310115,1.03708,1.087751,0,0
310118,1.141689,1.109955,0,1
310119,1.140807,1.128354,0,0
310130,1.100828,1.093009,0,0
320001,1.041627,1.042797,0,0
320002,0.924909,0.893377,6,3
320004,0.966055,0.999653,0,0
320005,0.956748,0.963689,2,0
320006,0.920624,0.917932,5,0
320009,0.998259,1.020216,0,0
320011,0.900159,0.886839,7,2
320017,0.968227,0.955031,3,1
320018,1.021031,1.040069,0,0
320021,0.966147,0.950003,3,1
320022,0.966478,0.918533,5,3
320061,0.767098,0.784341,10,0
320063,0.898776,0.976305,1,0
320074,0.983075,0.967403,2,1
320085,1.060802,1.011237,0,2
320086,1.033887,0.9235,5,5
320089,0.943176,0.876029,8,6
320090,0.825258,0.813372,10,9
330005,0.958166,0.967723,2,0
330006,1.108975,1.18217,0,0
330008,0.895919,0.978102,1,0
330009,0.949576,1.013811,0,0
330011,0.898506,0.941225,3,0
330013,1.002999,1.002073,0,0
330014,1.017688,1.020099,0,0
330019,1.092278,1.154613,0,0
330023,0.982432,0.997079,0,0
330024,0.984012,0.985914,1,0
330027,1.043004,1.111948,0,0
330030,0.86898,0.899004,6,0
330033,0.955587,0.914728,5,3
330043,1.044598,1.040323,0,0
330044,1.01943,1.082381,0,0
330045,1.009926,1.017213,0,0
330046,1.023833,1.052969,0,0
330047,0.965963,0.976858,1,0
330049,0.973492,1.023328,0,0
330055,1.058046,1.072247,0,0
330056,1.032054,1.084484,0,0
330057,0.946444,0.981126,1,0
330058,0.929251,0.86456,8,7
330059,1.016094,1.03041,0,0
330065,0.924184,0.869032,8,6
330073,0.980271,0.967016,2,0
330074,0.906709,0.892621,6,2
330078,0.967818,0.965109,2,0
330079,0.942321,0.884242,7,5
330080,0.918921,0.975635,1,0
330084,0.832141,0.830758,10,9
330085,0.947821,1.073128,0,0
330090,0.99541,0.953482,3,2
330094,1.00569,0.978581,1,1
330096,0.912429,0.963595,2,0
330101,1.007888,1.023627,0,0
330102,1.006497,0.994871,0,0
330103,0.945618,0.971695,2,0
330104,1.069186,1.066691,0,0
330106,1.012809,1.032499,0,0
330107,1.068703,1.042059,0,1
330111,1.122563,0.937636,4,6
330115,0.877907,0.956753,2,0
330119,1.015127,1.020682,0,0
330125,0.944625,0.967469,2,0
330126,1.026272,1.041838,0,0
330127,1.029586,1.058207,0,0
330128,1.059206,1.058139,0,0
330135,0.975504,0.977366,1,0
330136,1.015605,1.052036,0,0
330140,0.957261,0.96063,2,0
330141,1.124435,1.140207,0,0
330151,0.870576,0.867329,8,1
330153,0.972188,0.990451,0,0
330157,0.928593,0.953396,3,0
330158,1.140579,1.11419,0,0
330160,1.037606,1.032118,0,0
330162,0.928672,0.961874,2,0
330164,0.901699,0.898435,6,0
330169,1.033763,1.05011,0,0
330175,0.89083,0.914303,5,0
330180,0.922434,0.985671,1,0
330181,1.056921,1.052981,0,0
330182,1.013818,1.011402,0,0
330184,1.066511,1.122581,0,0
330185,1.048294,1.026054,0,1
330188,0.981184,0.982659,1,0
330191,0.968129,1.004222,0,0
330193,1.14093,1.183751,0,0
330194,1.045886,1.024522,0,1
330195,1.043059,1.079393,0,0
330196,1.069426,1.087017,0,0
330197,0.858894,0.911026,5,0
330198,1.045637,1.057286,0,0
330199,1.061556,1.052184,0,0
330202,0.909584,1.036249,0,0
330203,0.964849,0.996745,0,0
330204,0.96105,0.970677,2,0
330205,1.009587,1.025449,0,0
330208,1.033876,1.084406,0,0
330211,0.950622,0.962034,2,0
330214,1.028393,1.053706,0,0
330215,0.970409,0.979681,1,0
330218,0.986827,0.985617,1,0
330221,0.960408,1.037839,0,0
330222,0.892154,0.863344,8,6
330223,0.821728,0.935319,4,0
330224,0.979322,1.124426,0,0
330226,0.913705,0.918434,5,0
330229,0.948434,0.977586,1,0
330231,0.912962,0.926372,4,0
330233,0.982227,1.04615,0,0
330234,1.10762,1.107623,0,0
330235,0.90622,0.898821,6,1
330236,1.021298,1.063118,0,0
330238,0.875347,0.904361,6,0
330239,0.973137,0.979131,1,0
330240,1.077682,1.187162,0,0
330241,1.027224,1.036384,0,0
330245,1.012676,1.057409,0,0
330246,1.049532,1.076348,0,0
330250,0.978496,0.974382,1,0
330259,1.159088,1.21574,0,0
330261,1.049339,1.07324,0,0
330264,1.01345,1.064236,0,0
330265,0.873554,0.916122,5,0
330267,1.064109,1.053406,0,0
330270,0.922086,0.914059,5,1
330273,1.007236,1.008493,0,0
330276,0.905183,0.94869,3,0
330277,0.893618,0.939565,4,0
330279,0.988118,0.999543,0,0
330285,0.937609,0.952832,3,0
330286,1.066111,1.079872,0,0
330304,1.012628,1.026062,0,0
330307,0.947063,1.002482,0,0
330331,1.064582,1.095165,0,0
330332,1.134415,1.096146,0,1
330350,1.06886,1.002553,0,2
330386,0.947463,0.962525,2,0
330393,1.017651,1.038118,0,0
330394,0.949175,0.976797,1,0
330395,1.155715,1.145383,0,0
330399,1.047751,1.037567,0,0
330401,1.031782,1.058955,0,0
340001,0.980313,0.968117,2,0
340002,1.001034,0.999726,0,0
340003,0.909253,0.871264,8,5
340004,0.986961,0.951055,3,2
340008,0.927172,0.888132,7,4
340010,0.940944,0.937753,4,0
340014,0.982642,0.977855,1,0
340015,0.972916,1.004432,0,0
340016,0.989077,1.059919,0,0
340017,0.954242,0.960134,2,0
340020,0.955129,0.949307,3,0
340021,0.953432,0.95472,3,0
340023,0.923472,0.947436,3,0
340024,0.897939,0.893521,6,0
340027,0.928991,0.948221,3,0
340028,0.975367,0.959382,2,1
340030,0.965419,0.965332,2,0
340032,0.953236,0.945038,3,0
340039,0.925902,0.937159,4,0
340040,0.972161,0.999342,0,0
340041,0.987272,0.94772,3,2
340042,0.948917,0.901899,6,4
340047,0.97422,1.002999,0,0
340050,0.897536,0.912257,5,0
340051,0.950462,0.960793,2,0
340053,0.989537,0.97875,1,0
340060,0.910326,0.909787,5,0
340061,0.985277,0.992073,0,0
340064,0.987098,0.987661,1,0
340068,0.958664,0.972049,1,0
340069,1.012914,1.025487,0,0
340070,0.904037,0.911732,5,0
340071,0.921173,0.895981,6,3
340073,0.960245,0.95139,3,0
