Facility ID,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate
250095,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250095,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250095,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250096,READM-30-PN-HRRP,N/A,0.9809,13.5305,13.794
250096,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250096,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
250096,READM-30-COPD-HRRP,N/A,0.9478,16.3971,17.3001
250096,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250096,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250097,READM-30-PN-HRRP,265,1.0462,17.9703,17.1762
250097,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250097,READM-30-HF-HRRP,217,1.0967,23.4006,21.3374
250097,READM-30-COPD-HRRP,97,0.9927,21.2226,21.3789
250097,READM-30-CABG-HRRP,31,1.4146,13.8957,9.8232
250097,READM-30-AMI-HRRP,114,1.1873,15.0117,12.6441
250099,READM-30-PN-HRRP,144,1.0734,19.8215,18.4661
250099,READM-30-HIP-KNEE-HRRP,N/A,0.9532,3.7528,3.9372
250099,READM-30-HF-HRRP,179,0.9065,18.0228,19.8813
250099,READM-30-COPD-HRRP,96,1.0034,18.4755,18.413
250099,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250099,READM-30-AMI-HRRP,47,1.0577,20.9627,19.8184
250100,READM-30-PN-HRRP,355,1.1439,17.7699,15.5344
250100,READM-30-HIP-KNEE-HRRP,N/A,0.9849,4.2585,4.3238
250100,READM-30-HF-HRRP,232,1.0282,19.9131,19.3672
250100,READM-30-COPD-HRRP,149,1.0038,17.9277,17.8605
250100,READM-30-CABG-HRRP,N/A,0.9341,9.7367,10.424
250100,READM-30-AMI-HRRP,175,0.9114,11.2344,12.3259
250102,READM-30-PN-HRRP,947,1.0225,17.143,16.765
250102,READM-30-HIP-KNEE-HRRP,967,0.8963,3.2928,3.6738
250102,READM-30-HF-HRRP,917,0.9704,20.1702,20.7847
250102,READM-30-COPD-HRRP,315,0.9701,18.8443,19.4248
250102,READM-30-CABG-HRRP,N/A,0.8462,9.2388,10.9174
250102,READM-30-AMI-HRRP,264,0.9659,13.1778,13.6426
250104,READM-30-PN-HRRP,461,1.1326,19.0182,16.7913
250104,READM-30-HIP-KNEE-HRRP,N/A,0.8724,3.6967,4.2375
250104,READM-30-HF-HRRP,444,0.9409,20.2692,21.5433
250104,READM-30-COPD-HRRP,246,0.9643,19.4599,20.1794
250104,READM-30-CABG-HRRP,117,0.8913,11.6224,13.0395
250104,READM-30-AMI-HRRP,206,1.0057,14.9034,14.8183
250117,READM-30-PN-HRRP,153,1.0868,16.2876,14.9862
250117,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250117,READM-30-HF-HRRP,85,1.0039,19.7056,19.6294
250117,READM-30-COPD-HRRP,69,1.0713,18.5115,17.2793
250117,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250117,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250123,READM-30-PN-HRRP,74,0.9889,15.9788,16.1583
250123,READM-30-HIP-KNEE-HRRP,N/A,0.9948,4.1769,4.1987
250123,READM-30-HF-HRRP,83,1.0064,19.976,19.8485
250123,READM-30-COPD-HRRP,N/A,0.9908,17.4821,17.6441
250123,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250123,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250124,READM-30-PN-HRRP,106,1.0156,13.1285,12.927
250124,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250124,READM-30-HF-HRRP,N/A,1.0322,17.2425,16.7041
250124,READM-30-COPD-HRRP,N/A,1.015,15.2994,15.0737
250124,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250124,READM-30-AMI-HRRP,0,N/A,N/A,N/A
250127,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
250127,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250127,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
250127,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250127,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250127,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250128,READM-30-PN-HRRP,N/A,1.0292,14.4516,14.0413
250128,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250128,READM-30-HF-HRRP,42,1.09,18.1365,16.639
250128,READM-30-COPD-HRRP,N/A,1.0383,17.1307,16.4995
250128,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250128,READM-30-AMI-HRRP,0,N/A,N/A,N/A
250134,READM-30-PN-HRRP,N/A,1.0147,12.8485,12.6622
250134,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250134,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
250134,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250134,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250134,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250136,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
250136,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250136,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
250136,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250136,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250136,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250138,READM-30-PN-HRRP,92,1.0139,14.1484,13.9544
250138,READM-30-HIP-KNEE-HRRP,N/A,1.0581,4.123,3.8968
250138,READM-30-HF-HRRP,70,0.9945,20.5116,20.6248
250138,READM-30-COPD-HRRP,N/A,0.9656,15.9563,16.525
250138,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250138,READM-30-AMI-HRRP,N/A,1.0372,14.2787,13.7669
250141,READM-30-PN-HRRP,654,1.0888,18.8948,17.3536
250141,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250141,READM-30-HF-HRRP,801,1.1327,24.4136,21.5525
250141,READM-30-COPD-HRRP,264,1.1182,21.992,19.6673
250141,READM-30-CABG-HRRP,129,1.042,11.6924,11.2211
250141,READM-30-AMI-HRRP,249,1.2,17.7648,14.8039
250151,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
250151,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250151,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
250151,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250151,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250151,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250152,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
250152,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250152,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
250152,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250152,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250152,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250162,READM-30-PN-HRRP,N/A,0.964,16.1088,16.7109
250162,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250162,READM-30-HF-HRRP,N/A,0.9784,18.9786,19.3985
250162,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250162,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250162,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250163,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
250163,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250163,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
250163,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250163,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250163,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250167,READM-30-PN-HRRP,225,1.1054,18.0133,16.2952
250167,READM-30-HIP-KNEE-HRRP,N/A,0.9939,4.4146,4.4415
250167,READM-30-HF-HRRP,159,0.9364,20.3454,21.728
250167,READM-30-COPD-HRRP,87,0.9696,17.6495,18.203
250167,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250167,READM-30-AMI-HRRP,N/A,1.0287,12.611,12.2591
250168,READM-30-PN-HRRP,112,1.0228,15.5057,15.1605
250168,READM-30-HIP-KNEE-HRRP,N/A,0.9628,4.0174,4.1728
250168,READM-30-HF-HRRP,N/A,0.9719,18.1571,18.6815
250168,READM-30-COPD-HRRP,N/A,0.9969,17.965,18.0209
250168,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250168,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
250172,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
250172,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
250172,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
250172,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
250172,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
250172,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260001,READM-30-PN-HRRP,571,1.1122,20.4516,18.3881
260001,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
260001,READM-30-HF-HRRP,443,1.1208,25.0948,22.3896
260001,READM-30-COPD-HRRP,160,0.9961,20.8235,20.9058
260001,READM-30-CABG-HRRP,70,1.1705,13.4922,11.5271
260001,READM-30-AMI-HRRP,176,1.0298,13.3473,12.9606
260005,READM-30-PN-HRRP,220,0.9968,17.38,17.4349
260005,READM-30-HIP-KNEE-HRRP,N/A,1.0482,4.3128,4.1144
260005,READM-30-HF-HRRP,287,1.0667,22.547,21.1364
260005,READM-30-COPD-HRRP,122,1.0688,22.5956,21.141
260005,READM-30-CABG-HRRP,N/A,0.929,10.7778,11.601
260005,READM-30-AMI-HRRP,N/A,0.948,14.5476,15.3447
260006,READM-30-PN-HRRP,984,1.02,18.2424,17.8846
260006,READM-30-HIP-KNEE-HRRP,392,1.038,4.9385,4.7578
260006,READM-30-HF-HRRP,686,0.9651,21.0424,21.8032
260006,READM-30-COPD-HRRP,401,0.959,19.2696,20.0927
260006,READM-30-CABG-HRRP,200,0.9796,11.7325,11.9773
260006,READM-30-AMI-HRRP,340,1.0291,13.6818,13.2948
260009,READM-30-PN-HRRP,175,0.9517,14.6312,15.3739
260009,READM-30-HIP-KNEE-HRRP,N/A,1.1041,5.1084,4.6265
260009,READM-30-HF-HRRP,204,1.0196,20.9392,20.5358
260009,READM-30-COPD-HRRP,282,0.9861,17.7579,18.0082
260009,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260009,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260011,READM-30-PN-HRRP,300,1.1234,17.4742,15.5552
260011,READM-30-HIP-KNEE-HRRP,N/A,0.8124,3.1565,3.8852
260011,READM-30-HF-HRRP,148,1.006,20.0081,19.8887
260011,READM-30-COPD-HRRP,153,1.0177,18.0735,17.7583
260011,READM-30-CABG-HRRP,N/A,0.8845,10.4813,11.8502
260011,READM-30-AMI-HRRP,86,1.0442,12.5751,12.0425
260017,READM-30-PN-HRRP,295,0.9756,17.2362,17.6678
260017,READM-30-HIP-KNEE-HRRP,N/A,0.9327,4.2554,4.5624
260017,READM-30-HF-HRRP,287,1.0152,21.9483,21.6187
260017,READM-30-COPD-HRRP,147,0.9914,19.5077,19.6759
260017,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260017,READM-30-AMI-HRRP,N/A,0.9415,15.4903,16.4533
260020,READM-30-PN-HRRP,608,1.0846,17.7526,16.3684
260020,READM-30-HIP-KNEE-HRRP,527,0.9387,4.1905,4.4641
260020,READM-30-HF-HRRP,814,0.9975,20.9049,20.9576
260020,READM-30-COPD-HRRP,158,1.0084,21.0888,20.9125
260020,READM-30-CABG-HRRP,159,0.8722,11.3792,13.0472
260020,READM-30-AMI-HRRP,180,1.2067,17.7544,14.7134
260022,READM-30-PN-HRRP,143,0.9907,18.6752,18.85
260022,READM-30-HIP-KNEE-HRRP,N/A,1.0029,5.8967,5.8794
260022,READM-30-HF-HRRP,90,1.0139,21.216,20.9261
260022,READM-30-COPD-HRRP,N/A,0.9459,19.4595,20.5724
260022,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260022,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260023,READM-30-PN-HRRP,287,0.9229,16.7345,18.1317
260023,READM-30-HIP-KNEE-HRRP,N/A,1.0408,5.2386,5.033
260023,READM-30-HF-HRRP,421,0.9487,21.7477,22.9229
260023,READM-30-COPD-HRRP,165,1.0617,22.5047,21.1969
260023,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260023,READM-30-AMI-HRRP,148,1.0326,14.4035,13.9486
260024,READM-30-PN-HRRP,145,0.9802,14.7924,15.0912
260024,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
260024,READM-30-HF-HRRP,42,1.0628,19.3101,18.1693
260024,READM-30-COPD-HRRP,64,1.0489,19.2072,18.3114
260024,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260024,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260025,READM-30-PN-HRRP,353,1.0668,17.62,16.5169
260025,READM-30-HIP-KNEE-HRRP,N/A,1.0512,5.4592,5.1936
260025,READM-30-HF-HRRP,275,1.0689,22.0303,20.6098
260025,READM-30-COPD-HRRP,251,1.2221,23.0884,18.8926
260025,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260025,READM-30-AMI-HRRP,N/A,0.966,11.7478,12.1615
260027,READM-30-PN-HRRP,164,0.9705,16.5967,17.1021
260027,READM-30-HIP-KNEE-HRRP,N/A,1.2281,6.375,5.1908
260027,READM-30-HF-HRRP,197,0.9575,21.2709,22.2148
260027,READM-30-COPD-HRRP,59,0.993,19.5794,19.7173
260027,READM-30-CABG-HRRP,N/A,1.1479,14.3019,12.4597
260027,READM-30-AMI-HRRP,118,1.0956,16.1989,14.7851
260032,READM-30-PN-HRRP,416,1.0402,20.4187,19.6297
260032,READM-30-HIP-KNEE-HRRP,256,1.1036,5.9609,5.4011
260032,READM-30-HF-HRRP,815,1.062,24.8938,23.441
260032,READM-30-COPD-HRRP,201,1.0042,23.2113,23.1153
260032,READM-30-CABG-HRRP,128,0.9964,14.1274,14.1779
260032,READM-30-AMI-HRRP,274,0.9617,17.2026,17.8883
260034,READM-30-PN-HRRP,74,0.997,16.5136,16.5628
260034,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
260034,READM-30-HF-HRRP,N/A,1.0066,20.3598,20.2258
260034,READM-30-COPD-HRRP,N/A,0.9819,19.6221,19.9842
260034,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260034,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260040,READM-30-PN-HRRP,618,0.9713,15.7193,16.1846
260040,READM-30-HIP-KNEE-HRRP,N/A,0.8291,3.0291,3.6534
260040,READM-30-HF-HRRP,644,1.0019,20.1671,20.1288
260040,READM-30-COPD-HRRP,298,0.9803,16.9489,17.2897
260040,READM-30-CABG-HRRP,174,1.0066,11.983,11.904
260040,READM-30-AMI-HRRP,290,1.0746,14.2252,13.2378
260047,READM-30-PN-HRRP,249,1.0394,16.14,15.5281
260047,READM-30-HIP-KNEE-HRRP,N/A,1.0915,4.8348,4.4295
260047,READM-30-HF-HRRP,248,1.0071,19.9779,19.8377
260047,READM-30-COPD-HRRP,170,1.0038,18.0661,17.9981
260047,READM-30-CABG-HRRP,N/A,0.9384,9.5595,10.1875
260047,READM-30-AMI-HRRP,106,1.0431,13.0676,12.5274
260048,READM-30-PN-HRRP,N/A,0.9768,18.3046,18.7393
260048,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
260048,READM-30-HF-HRRP,N/A,0.9892,21.6002,21.837
260048,READM-30-COPD-HRRP,N/A,1.0113,21.7015,21.4586
260048,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260048,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260050,READM-30-PN-HRRP,N/A,0.9491,14.8915,15.6897
260050,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
260050,READM-30-HF-HRRP,N/A,0.9468,18.0997,19.1158
260050,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
260050,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260050,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260052,READM-30-PN-HRRP,251,0.9741,16.7104,17.1554
260052,READM-30-HIP-KNEE-HRRP,N/A,1.0316,4.5555,4.4161
260052,READM-30-HF-HRRP,271,0.9936,21.1894,21.3263
260052,READM-30-COPD-HRRP,87,1.0151,19.3398,19.0521
260052,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260052,READM-30-AMI-HRRP,103,0.9848,13.3867,13.5934
260057,READM-30-PN-HRRP,138,1.0944,16.9191,15.4593
260057,READM-30-HIP-KNEE-HRRP,N/A,0.899,3.3276,3.7014
260057,READM-30-HF-HRRP,N/A,0.9981,19.3453,19.3828
260057,READM-30-COPD-HRRP,N/A,0.9788,17.7779,18.1633
260057,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260057,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260059,READM-30-PN-HRRP,88,1.0343,16.4799,15.9336
260059,READM-30-HIP-KNEE-HRRP,N/A,0.9192,4.9296,5.3631
260059,READM-30-HF-HRRP,76,0.9997,21.0798,21.0864
260059,READM-30-COPD-HRRP,N/A,0.9663,18.2166,18.8527
260059,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260059,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260061,READM-30-PN-HRRP,58,1.0538,15.8974,15.0858
260061,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
260061,READM-30-HF-HRRP,N/A,0.9278,17.3206,18.6692
260061,READM-30-COPD-HRRP,N/A,0.965,15.0793,15.6258
260061,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260061,READM-30-AMI-HRRP,0,N/A,N/A,N/A
260062,READM-30-PN-HRRP,200,0.9342,14.483,15.5032
260062,READM-30-HIP-KNEE-HRRP,N/A,0.9208,4.0089,4.3537
260062,READM-30-HF-HRRP,261,1.0098,20.4446,20.2457
260062,READM-30-COPD-HRRP,106,1.077,20.8122,19.3238
260062,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260062,READM-30-AMI-HRRP,120,0.9825,12.4315,12.6529
260064,READM-30-PN-HRRP,95,0.9705,14.898,15.3505
260064,READM-30-HIP-KNEE-HRRP,0,N/A,N/A,N/A
260064,READM-30-HF-HRRP,N/A,0.9287,16.6196,17.8962
260064,READM-30-COPD-HRRP,N/A,1.011,14.7774,14.6172
260064,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260064,READM-30-AMI-HRRP,N/A,1.0258,13.607,13.2648
260065,READM-30-PN-HRRP,786,0.9235,15.8919,17.2089
260065,READM-30-HIP-KNEE-HRRP,874,0.8258,3.5766,4.3311
260065,READM-30-HF-HRRP,912,0.9884,21.1376,21.3861
260065,READM-30-COPD-HRRP,295,1.0458,22.4844,21.5001
260065,READM-30-CABG-HRRP,164,1.0943,13.981,12.7764
260065,READM-30-AMI-HRRP,369,0.985,13.4902,13.6954
260068,READM-30-PN-HRRP,477,0.9989,17.2082,17.2272
260068,READM-30-HIP-KNEE-HRRP,734,0.8886,3.6798,4.141
260068,READM-30-HF-HRRP,563,0.9057,19.2663,21.2714
260068,READM-30-COPD-HRRP,148,1.0357,19.7458,19.065
260068,READM-30-CABG-HRRP,154,0.9862,11.8915,12.0585
260068,READM-30-AMI-HRRP,316,0.9808,13.6091,13.875
260070,READM-30-PN-HRRP,N/A,1.0109,15.1716,15.0076
260070,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
260070,READM-30-HF-HRRP,40,1.0389,21.195,20.4009
260070,READM-30-COPD-HRRP,86,1.0174,20.4655,20.1154
260070,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260070,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260074,READM-30-PN-HRRP,101,1.0392,16.0459,15.4411
260074,READM-30-HIP-KNEE-HRRP,N/A,0.9409,3.5218,3.7429
260074,READM-30-HF-HRRP,56,0.9934,20.4089,20.5438
260074,READM-30-COPD-HRRP,70,1.0306,19.4805,18.9024
260074,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260074,READM-30-AMI-HRRP,N/A,1.0279,15.6364,15.2117
260077,READM-30-PN-HRRP,626,1.2095,20.9924,17.3556
260077,READM-30-HIP-KNEE-HRRP,340,1.2232,5.4443,4.451
260077,READM-30-HF-HRRP,925,0.8696,18.4946,21.2677
260077,READM-30-COPD-HRRP,300,1.0956,21.2477,19.3928
260077,READM-30-CABG-HRRP,86,0.9829,13.252,13.4821
260077,READM-30-AMI-HRRP,223,0.8666,12.7371,14.6971
260078,READM-30-PN-HRRP,263,0.8915,14.9636,16.7842
260078,READM-30-HIP-KNEE-HRRP,N/A,0.983,4.5762,4.6555
260078,READM-30-HF-HRRP,234,0.9328,19.9019,21.3355
260078,READM-30-COPD-HRRP,138,0.9609,18.9054,19.6755
260078,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260078,READM-30-AMI-HRRP,123,0.9845,13.6633,13.8781
260081,READM-30-PN-HRRP,232,0.9091,15.0733,16.5801
260081,READM-30-HIP-KNEE-HRRP,N/A,1.028,4.8338,4.7021
260081,READM-30-HF-HRRP,388,1.0057,21.5516,21.429
260081,READM-30-COPD-HRRP,131,0.9687,19.4858,20.1145
260081,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260081,READM-30-AMI-HRRP,129,1.0506,15.7938,15.0329
260085,READM-30-PN-HRRP,360,1.0473,18.4764,17.6423
260085,READM-30-HIP-KNEE-HRRP,N/A,1.0532,3.8505,3.6558
260085,READM-30-HF-HRRP,162,1.0037,20.8359,20.7583
260085,READM-30-COPD-HRRP,67,1.0218,19.8381,19.415
260085,READM-30-CABG-HRRP,N/A,0.9463,12.5272,13.2377
260085,READM-30-AMI-HRRP,93,0.9396,15.4236,16.4147
260091,READM-30-PN-HRRP,176,1.0075,17.8624,17.7296
260091,READM-30-HIP-KNEE-HRRP,N/A,0.9539,4.2348,4.4395
260091,READM-30-HF-HRRP,368,1.0209,21.6388,21.1966
260091,READM-30-COPD-HRRP,79,0.9779,21.2775,21.7587
260091,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260091,READM-30-AMI-HRRP,N/A,0.9583,15.6414,16.3213
260094,READM-30-PN-HRRP,296,0.9969,17.3082,17.3622
260094,READM-30-HIP-KNEE-HRRP,N/A,1.0094,5.2553,5.2061
260094,READM-30-HF-HRRP,305,1.0364,21.849,21.0818
260094,READM-30-COPD-HRRP,128,0.9332,18.2477,19.5533
260094,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260094,READM-30-AMI-HRRP,171,0.9701,12.6021,12.9899
260095,READM-30-PN-HRRP,382,1.0246,18.3643,17.9236
260095,READM-30-HIP-KNEE-HRRP,N/A,0.9783,3.8894,3.9758
260095,READM-30-HF-HRRP,282,0.9768,21.1193,21.6217
260095,READM-30-COPD-HRRP,199,0.9727,19.6933,20.2466
260095,READM-30-CABG-HRRP,N/A,1.0326,12.594,12.1966
260095,READM-30-AMI-HRRP,108,1.0702,15.2174,14.2187
260096,READM-30-PN-HRRP,945,0.9907,16.687,16.8436
260096,READM-30-HIP-KNEE-HRRP,477,1.0468,4.8658,4.6481
260096,READM-30-HF-HRRP,732,0.8517,17.6608,20.7368
260096,READM-30-COPD-HRRP,248,0.9608,17.3568,18.0642
260096,READM-30-CABG-HRRP,N/A,1.0055,11.4177,11.3554
260096,READM-30-AMI-HRRP,196,0.9159,12.5002,13.6474
260097,READM-30-PN-HRRP,137,0.9811,15.6216,15.923
260097,READM-30-HIP-KNEE-HRRP,N/A,1.0408,3.8676,3.7161
260097,READM-30-HF-HRRP,90,1.0037,19.738,19.6662
260097,READM-30-COPD-HRRP,N/A,0.9865,17.3808,17.6188
260097,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260097,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260102,READM-30-PN-HRRP,N/A,1.0304,19.6683,19.0879
260102,READM-30-HIP-KNEE-HRRP,N/A,0.9926,3.4369,3.4624
260102,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
260102,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
260102,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260102,READM-30-AMI-HRRP,0,N/A,N/A,N/A
260104,READM-30-PN-HRRP,271,1.0163,17.6322,17.349
260104,READM-30-HIP-KNEE-HRRP,531,0.9962,4.5321,4.5494
260104,READM-30-HF-HRRP,424,0.9732,21.8909,22.4926
260104,READM-30-COPD-HRRP,127,1.0461,22.3057,21.3228
260104,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260104,READM-30-AMI-HRRP,154,1.0294,17.1546,16.6648
260105,READM-30-PN-HRRP,106,0.9732,17.9711,18.4651
260105,READM-30-HIP-KNEE-HRRP,0,N/A,N/A,N/A
260105,READM-30-HF-HRRP,124,0.9851,25.0463,25.4253
260105,READM-30-COPD-HRRP,N/A,1.0084,21.0742,20.8983
260105,READM-30-CABG-HRRP,N/A,1.0748,15.6198,14.5323
260105,READM-30-AMI-HRRP,105,1.0288,16.6483,16.1818
260108,READM-30-PN-HRRP,634,1.0572,17.4849,16.5384
260108,READM-30-HIP-KNEE-HRRP,266,0.9874,4.9692,5.0326
260108,READM-30-HF-HRRP,868,1.058,22.3793,21.1525
260108,READM-30-COPD-HRRP,203,0.9219,17.9261,19.4446
260108,READM-30-CABG-HRRP,145,0.9291,10.79,11.6131
260108,READM-30-AMI-HRRP,286,1.0682,16.5895,15.5307
260110,READM-30-PN-HRRP,447,1.0501,17.3114,16.4861
260110,READM-30-HIP-KNEE-HRRP,N/A,1.044,4.8216,4.6183
260110,READM-30-HF-HRRP,191,0.8358,17.0032,20.343
260110,READM-30-COPD-HRRP,148,1.0476,20.4817,19.5519
260110,READM-30-CABG-HRRP,81,1.1425,12.3519,10.811
260110,READM-30-AMI-HRRP,151,1.0965,12.7893,11.6638
260113,READM-30-PN-HRRP,134,0.935,15.6234,16.7104
260113,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
260113,READM-30-HF-HRRP,214,1.0759,24.7521,23.006
260113,READM-30-COPD-HRRP,134,1.0247,20.2083,19.7208
260113,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260113,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
260119,READM-30-PN-HRRP,476,1.0898,18.6017,17.0692
260119,READM-30-HIP-KNEE-HRRP,N/A,1.049,4.9599,4.7282
260119,READM-30-HF-HRRP,327,1.0217,21.5852,21.1276
260119,READM-30-COPD-HRRP,242,1.0669,22.2078,20.8157
260119,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
260119,READM-30-AMI-HRRP,148,0.9929,14.4431,14.5469
260137,READM-30-PN-HRRP,389,0.9177,16.5658,18.0507
260137,READM-30-HIP-KNEE-HRRP,694,0.8225,3.943,4.7941
260137,READM-30-HF-HRRP,471,0.9293,20.9932,22.5895
260137,READM-30-COPD-HRRP,261,0.937,18.4397,19.6802
260137,READM-30-CABG-HRRP,N/A,1.0423,10.589,10.1591
260137,READM-30-AMI-HRRP,291,0.9387,13.8538,14.7588
