Facility ID,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate
60075,READM-30-HF-HRRP,63,1.0276,19.4654,18.9427
60075,READM-30-COPD-HRRP,N/A,0.9954,18.6983,18.7855
60075,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60075,READM-30-AMI-HRRP,N/A,0.9506,10.8988,11.4648
60076,READM-30-PN-HRRP,N/A,1.0279,16.0278,15.5935
60076,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
60076,READM-30-HF-HRRP,N/A,0.9648,18.8337,19.5199
60076,READM-30-COPD-HRRP,N/A,0.9544,15.0583,15.7778
60076,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60076,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60096,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60096,READM-30-PN-HRRP,N/A,1.0068,13.5639,13.4728
60096,READM-30-HIP-KNEE-HRRP,N/A,0.8823,2.8122,3.1873
60096,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
60096,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60096,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60100,READM-30-PN-HRRP,227,0.9625,15.7728,16.3876
60100,READM-30-HIP-KNEE-HRRP,N/A,1.1209,5.6775,5.0651
60100,READM-30-HF-HRRP,269,0.8971,19.366,21.5879
60100,READM-30-COPD-HRRP,81,0.9594,20.1274,20.9791
60100,READM-30-CABG-HRRP,N/A,0.9949,13.6923,13.7628
60100,READM-30-AMI-HRRP,N/A,0.9371,13.14,14.0213
60103,READM-30-PN-HRRP,N/A,0.9873,15.762,15.9642
60103,READM-30-HIP-KNEE-HRRP,N/A,0.9102,3.324,3.6518
60103,READM-30-HF-HRRP,N/A,0.9636,18.5917,19.2942
60103,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60103,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60103,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60104,READM-30-PN-HRRP,N/A,0.9253,14.1527,15.296
60104,READM-30-HIP-KNEE-HRRP,N/A,1.0515,4.4639,4.2455
60104,READM-30-HF-HRRP,140,1.0162,20.6808,20.3515
60104,READM-30-COPD-HRRP,74,0.9802,19.6852,20.0834
60104,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60104,READM-30-AMI-HRRP,74,1.0153,13.7928,13.5848
60107,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
60107,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
60107,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
60107,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60107,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60107,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60112,READM-30-PN-HRRP,199,1.007,17.3262,17.2061
60112,READM-30-HIP-KNEE-HRRP,454,0.9385,3.7613,4.0077
60112,READM-30-HF-HRRP,213,0.9263,19.2242,20.7541
60112,READM-30-COPD-HRRP,N/A,0.9773,18.6936,19.1269
60112,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60112,READM-30-AMI-HRRP,N/A,0.9412,12.402,13.1766
60113,READM-30-PN-HRRP,264,0.966,15.3505,15.8906
60113,READM-30-HIP-KNEE-HRRP,N/A,0.8212,3.1572,3.8446
60113,READM-30-HF-HRRP,254,0.926,18.4802,19.9563
60113,READM-30-COPD-HRRP,88,1.0365,19.5435,18.8548
60113,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60113,READM-30-AMI-HRRP,N/A,0.9972,12.2216,12.2563
60114,READM-30-PN-HRRP,157,0.879,13.6248,15.5003
60114,READM-30-HIP-KNEE-HRRP,N/A,0.9758,3.709,3.801
60114,READM-30-HF-HRRP,150,0.8808,17.3856,19.7388
60114,READM-30-COPD-HRRP,82,0.9817,16.3431,16.6484
60114,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60114,READM-30-AMI-HRRP,N/A,0.9709,10.5931,10.9102
60116,READM-30-PN-HRRP,89,0.9718,15.8574,16.3183
60116,READM-30-HIP-KNEE-HRRP,N/A,0.9282,4.2545,4.5836
60116,READM-30-HF-HRRP,100,0.9758,18.5772,19.0387
60116,READM-30-COPD-HRRP,N/A,1.0298,19.0286,18.4776
60116,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60116,READM-30-AMI-HRRP,N/A,1.0213,14.3852,14.085
60117,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
60117,READM-30-HIP-KNEE-HRRP,N/A,0.9149,2.6601,2.9076
60117,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
60117,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60117,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60117,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60118,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
60118,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
60118,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
60118,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60118,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60118,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60119,READM-30-PN-HRRP,246,0.9594,16.2825,16.971
60119,READM-30-HIP-KNEE-HRRP,369,0.9665,3.6792,3.8068
60119,READM-30-HF-HRRP,297,0.9177,19.3932,21.1323
60119,READM-30-COPD-HRRP,104,1.0163,21.7988,21.4492
60119,READM-30-CABG-HRRP,159,1.0048,11.2528,11.1986
60119,READM-30-AMI-HRRP,375,0.9271,11.4214,12.319
60124,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
60124,READM-30-HIP-KNEE-HRRP,665,0.7969,3.1328,3.9313
60124,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
60124,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60124,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60124,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60125,READM-30-PN-HRRP,N/A,0.9615,13.6322,14.1777
60125,READM-30-HIP-KNEE-HRRP,N/A,1.0951,3.9813,3.6357
60125,READM-30-HF-HRRP,61,1.0013,21.1711,21.1437
60125,READM-30-COPD-HRRP,N/A,1.0426,18.239,17.4936
60125,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60125,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60126,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
60126,READM-30-HIP-KNEE-HRRP,N/A,1.0419,4.0812,3.9172
60126,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
60126,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60126,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60126,READM-30-AMI-HRRP,0,N/A,N/A,N/A
60128,READM-30-PN-HRRP,N/A,0.9738,16.018,16.4487
60128,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
60128,READM-30-HF-HRRP,102,0.902,17.1723,19.039
60128,READM-30-COPD-HRRP,N/A,0.9643,18.5697,19.2574
60128,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60128,READM-30-AMI-HRRP,N/A,0.963,10.4963,10.8994
60129,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
60129,READM-30-HIP-KNEE-HRRP,N/A,1.0251,3.8527,3.7583
60129,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
60129,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60129,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60129,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60130,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
60130,READM-30-HIP-KNEE-HRRP,N/A,0.8457,3.189,3.7707
60130,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
60130,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60130,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60130,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
60131,READM-30-PN-HRRP,N/A,0.9981,15.9632,15.9942
60131,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
60131,READM-30-HF-HRRP,N/A,0.9544,19.4617,20.3914
60131,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60131,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60131,READM-30-AMI-HRRP,N/A,0.9959,11.4395,11.4865
60132,READM-30-PN-HRRP,N/A,1.0175,16.7959,16.5073
60132,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
60132,READM-30-HF-HRRP,N/A,0.9821,19.4221,19.7762
60132,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
60132,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
60132,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70002,READM-30-PN-HRRP,383,0.9465,15.9434,16.845
70002,READM-30-HIP-KNEE-HRRP,983,0.9682,4.2271,4.3658
70002,READM-30-HF-HRRP,1039,0.8747,18.5432,21.2002
70002,READM-30-COPD-HRRP,232,1.0494,22.0339,20.9957
70002,READM-30-CABG-HRRP,129,1.0938,14.6598,13.4028
70002,READM-30-AMI-HRRP,305,1.0239,14.3531,14.0184
70003,READM-30-PN-HRRP,128,0.953,13.613,14.2851
70003,READM-30-HIP-KNEE-HRRP,N/A,0.9139,3.2968,3.6073
70003,READM-30-HF-HRRP,165,1.1084,21.9443,19.7987
70003,READM-30-COPD-HRRP,120,1.035,17.8177,17.2147
70003,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70003,READM-30-AMI-HRRP,N/A,0.9356,16.9564,18.1232
70004,READM-30-PN-HRRP,155,0.9489,14.7364,15.5308
70004,READM-30-HIP-KNEE-HRRP,N/A,0.9253,3.6562,3.9512
70004,READM-30-HF-HRRP,106,0.9593,19.5418,20.3708
70004,READM-30-COPD-HRRP,67,1.0353,18.3923,17.7647
70004,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70004,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70005,READM-30-PN-HRRP,332,1.0878,18.5792,17.0789
70005,READM-30-HIP-KNEE-HRRP,N/A,0.9106,3.863,4.2423
70005,READM-30-HF-HRRP,376,1.0753,22.6482,21.0621
70005,READM-30-COPD-HRRP,129,1.0304,19.8877,19.3013
70005,READM-30-CABG-HRRP,N/A,1.1044,14.0099,12.6855
70005,READM-30-AMI-HRRP,109,1.0075,14.3259,14.2199
70006,READM-30-PN-HRRP,389,0.997,15.7378,15.7853
70006,READM-30-HIP-KNEE-HRRP,485,0.8152,3.3952,4.165
70006,READM-30-HF-HRRP,485,0.9886,19.5349,19.7598
70006,READM-30-COPD-HRRP,104,1.0469,21.4361,20.4766
70006,READM-30-CABG-HRRP,N/A,0.9886,9.8844,9.9988
70006,READM-30-AMI-HRRP,138,0.9768,13.9385,14.2699
70007,READM-30-PN-HRRP,557,1.001,16.6832,16.6663
70007,READM-30-HIP-KNEE-HRRP,248,1.0614,4.8304,4.5512
70007,READM-30-HF-HRRP,532,0.9407,20.4942,21.7864
70007,READM-30-COPD-HRRP,186,0.9644,19.2837,19.9953
70007,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70007,READM-30-AMI-HRRP,112,0.9974,14.4093,14.4475
70008,READM-30-PN-HRRP,75,0.9879,15.8598,16.0534
70008,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
70008,READM-30-HF-HRRP,82,1.0376,21.4229,20.6465
70008,READM-30-COPD-HRRP,N/A,0.9782,17.6138,18.0072
70008,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70008,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70010,READM-30-PN-HRRP,624,1.054,17.6385,16.7351
70010,READM-30-HIP-KNEE-HRRP,281,1.1787,5.0468,4.2815
70010,READM-30-HF-HRRP,655,0.9941,20.8231,20.9474
70010,READM-30-COPD-HRRP,136,1.1011,23.5724,21.4078
70010,READM-30-CABG-HRRP,N/A,1.1012,11.5282,10.469
70010,READM-30-AMI-HRRP,141,1.0373,14.2626,13.7502
70011,READM-30-PN-HRRP,312,1.0363,17.4128,16.8022
70011,READM-30-HIP-KNEE-HRRP,N/A,0.9527,4.7167,4.9508
70011,READM-30-HF-HRRP,143,1.0485,22.2767,21.2463
70011,READM-30-COPD-HRRP,219,1.0593,22.521,21.2595
70011,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70011,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70012,READM-30-PN-HRRP,111,1.0715,17.0281,15.8923
70012,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
70012,READM-30-HF-HRRP,58,1.091,21.2298,19.4587
70012,READM-30-COPD-HRRP,N/A,0.993,16.1824,16.2964
70012,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70012,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70016,READM-30-PN-HRRP,279,1.0074,17.3644,17.2364
70016,READM-30-HIP-KNEE-HRRP,N/A,1.065,4.2492,3.9898
70016,READM-30-HF-HRRP,382,1.1002,24.2184,22.0132
70016,READM-30-COPD-HRRP,161,0.9439,18.9623,20.0887
70016,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70016,READM-30-AMI-HRRP,89,1.0534,13.841,13.1394
70017,READM-30-PN-HRRP,364,0.964,16.1276,16.7294
70017,READM-30-HIP-KNEE-HRRP,688,1.0348,4.2756,4.1319
70017,READM-30-HF-HRRP,297,1.0355,20.7798,20.0677
70017,READM-30-COPD-HRRP,123,1.0575,19.9974,18.9097
70017,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70017,READM-30-AMI-HRRP,N/A,0.95,17.8621,18.8013
70018,READM-30-AMI-HRRP,N/A,1.0367,14.6819,14.1628
70018,READM-30-PN-HRRP,457,1.0802,17.3508,16.0627
70018,READM-30-HIP-KNEE-HRRP,795,0.6723,2.5999,3.8674
70018,READM-30-HF-HRRP,401,1.0275,20.2599,19.7182
70018,READM-30-COPD-HRRP,107,1.1041,20.7927,18.8318
70018,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70020,READM-30-PN-HRRP,673,1.009,14.9112,14.7781
70020,READM-30-HIP-KNEE-HRRP,189,1.0821,5.0978,4.711
70020,READM-30-HF-HRRP,393,1.1196,21.5352,19.2346
70020,READM-30-COPD-HRRP,279,1.1212,22.8116,20.345
70020,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70020,READM-30-AMI-HRRP,N/A,0.9933,16.213,16.3218
70021,READM-30-PN-HRRP,117,0.9823,15.6505,15.933
70021,READM-30-HIP-KNEE-HRRP,N/A,0.9422,4.3078,4.5723
70021,READM-30-HF-HRRP,130,0.9803,20.2255,20.6312
70021,READM-30-COPD-HRRP,59,1.0755,20.8003,19.3396
70021,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70021,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70022,READM-30-PN-HRRP,1301,1.0401,18.8314,18.1051
70022,READM-30-HIP-KNEE-HRRP,254,1.2039,5.4323,4.5123
70022,READM-30-HF-HRRP,1676,1.0441,22.5606,21.6083
70022,READM-30-COPD-HRRP,329,0.8974,19.6696,21.9175
70022,READM-30-CABG-HRRP,197,1.0754,14.3662,13.3584
70022,READM-30-AMI-HRRP,574,1.0035,15.4726,15.4181
70024,READM-30-PN-HRRP,542,0.9562,17.6003,18.4059
70024,READM-30-HIP-KNEE-HRRP,275,1.3182,6.6002,5.0069
70024,READM-30-HF-HRRP,376,0.9972,21.0605,21.1206
70024,READM-30-COPD-HRRP,203,1.0943,19.6928,17.9965
70024,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70024,READM-30-AMI-HRRP,N/A,1.007,20.0273,19.8887
70025,READM-30-PN-HRRP,656,1.0346,17.5994,17.0101
70025,READM-30-HIP-KNEE-HRRP,842,1.0097,4.2558,4.2148
70025,READM-30-HF-HRRP,1197,1.0936,22.5605,20.6293
70025,READM-30-COPD-HRRP,199,1.0414,20.9875,20.1536
70025,READM-30-CABG-HRRP,255,1.0909,13.3376,12.2266
70025,READM-30-AMI-HRRP,550,1.0155,14.7618,14.5364
70027,READM-30-PN-HRRP,294,1.0456,16.2343,15.5265
70027,READM-30-HIP-KNEE-HRRP,N/A,1.293,6.4975,5.0249
70027,READM-30-HF-HRRP,177,0.9797,19.3942,19.7969
70027,READM-30-COPD-HRRP,82,1.0375,18.484,17.8154
70027,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70027,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70028,READM-30-PN-HRRP,333,0.9718,15.0402,15.4761
70028,READM-30-HIP-KNEE-HRRP,171,1.2332,5.4814,4.4447
70028,READM-30-HF-HRRP,345,1.0016,19.6798,19.6481
70028,READM-30-COPD-HRRP,161,0.9686,18.9523,19.5662
70028,READM-30-CABG-HRRP,N/A,0.9351,10.5564,11.2887
70028,READM-30-AMI-HRRP,177,0.9981,14.1791,14.2054
70029,READM-30-PN-HRRP,155,0.9417,15.1001,16.0346
70029,READM-30-HIP-KNEE-HRRP,N/A,1.1913,5.1098,4.2892
70029,READM-30-HF-HRRP,172,0.9865,19.698,19.9673
70029,READM-30-COPD-HRRP,102,0.9774,19.3953,19.8434
70029,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70029,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70031,READM-30-PN-HRRP,143,0.9805,15.6917,16.004
70031,READM-30-HIP-KNEE-HRRP,N/A,0.8735,3.4653,3.9669
70031,READM-30-HF-HRRP,200,0.9423,18.922,20.0801
70031,READM-30-COPD-HRRP,118,0.9968,19.7035,19.766
70031,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70031,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70033,READM-30-PN-HRRP,679,1.0637,17.293,16.2575
70033,READM-30-HIP-KNEE-HRRP,678,0.9532,3.9554,4.1498
70033,READM-30-HF-HRRP,873,1.0391,20.6746,19.8964
70033,READM-30-COPD-HRRP,271,1.0231,20.3639,19.9045
70033,READM-30-CABG-HRRP,N/A,0.9239,11.4326,12.3739
70033,READM-30-AMI-HRRP,288,1.0058,13.4374,13.3597
70034,READM-30-PN-HRRP,451,0.9352,14.3811,15.3777
70034,READM-30-HIP-KNEE-HRRP,N/A,1.0257,4.2414,4.135
70034,READM-30-HF-HRRP,448,0.9889,19.1337,19.3491
70034,READM-30-COPD-HRRP,100,0.9873,17.9779,18.2083
70034,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70034,READM-30-AMI-HRRP,79,1.006,13.5329,13.4523
70035,READM-30-PN-HRRP,337,1.1167,17.4614,15.6363
70035,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
70035,READM-30-HF-HRRP,387,1.011,20.2291,20.0087
70035,READM-30-COPD-HRRP,162,1.0067,18.2038,18.083
70035,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70035,READM-30-AMI-HRRP,N/A,0.9576,16.99,17.7418
70036,READM-30-PN-HRRP,252,0.9403,14.4722,15.3908
70036,READM-30-HIP-KNEE-HRRP,N/A,1.054,3.9633,3.7602
70036,READM-30-HF-HRRP,297,1.0959,20.2301,18.459
70036,READM-30-COPD-HRRP,78,1.031,18.79,18.2252
70036,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70036,READM-30-AMI-HRRP,85,1.0409,13.9591,13.4109
70038,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
70038,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
70038,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
70038,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
70038,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70038,READM-30-AMI-HRRP,0,N/A,N/A,N/A
70039,READM-30-PN-HRRP,N/A,0.9528,14.362,15.0727
70039,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
70039,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
70039,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
70039,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70039,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
70040,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
70040,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
70040,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
70040,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
70040,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
70040,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
80001,READM-30-PN-HRRP,1445,0.9967,16.003,16.0561
80001,READM-30-HIP-KNEE-HRRP,766,0.9267,4.217,4.5506
80001,READM-30-HF-HRRP,2235,0.9232,18.4846,20.0227
80001,READM-30-COPD-HRRP,702,1.0478,20.977,20.0207
80001,READM-30-CABG-HRRP,325,0.8543,9.3723,10.9706
80001,READM-30-AMI-HRRP,530,0.9384,12.3113,13.1195
80003,READM-30-PN-HRRP,148,0.9656,15.2436,15.7866
80003,READM-30-HIP-KNEE-HRRP,N/A,0.9486,3.2636,3.4404
80003,READM-30-HF-HRRP,131,1.0676,22.6127,21.1811
80003,READM-30-COPD-HRRP,49,1.0059,21.4889,21.3637
80003,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
80003,READM-30-AMI-HRRP,N/A,0.9771,12.8209,13.1213
80004,READM-30-PN-HRRP,715,1.0478,17.1382,16.357
80004,READM-30-HIP-KNEE-HRRP,333,0.9685,4.0671,4.1993
80004,READM-30-HF-HRRP,741,1.0943,23.3425,21.3315
80004,READM-30-COPD-HRRP,494,1.0236,19.0668,18.6266
80004,READM-30-CABG-HRRP,77,1.0773,13.3805,12.42
80004,READM-30-AMI-HRRP,282,0.9351,12.9256,13.822
80006,READM-30-PN-HRRP,389,0.9143,15.8423,17.3279
80006,READM-30-HIP-KNEE-HRRP,N/A,1.1612,5.0348,4.3359
80006,READM-30-HF-HRRP,345,0.8982,20.0247,22.2942
80006,READM-30-COPD-HRRP,123,0.9834,17.2962,17.5883
80006,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
80006,READM-30-AMI-HRRP,N/A,0.9978,14.2397,14.2703
80007,READM-30-PN-HRRP,778,0.9652,14.5971,15.1241
80007,READM-30-HIP-KNEE-HRRP,361,0.8795,3.6517,4.1522
80007,READM-30-HF-HRRP,700,0.9574,18.5416,19.3672
80007,READM-30-COPD-HRRP,300,0.8797,15.1962,17.2753
80007,READM-30-CABG-HRRP,N/A,0.9081,9.5005,10.4618
80007,READM-30-AMI-HRRP,279,0.9955,12.6269,12.6835
80009,READM-30-PN-HRRP,290,0.9429,14.2251,15.087
80009,READM-30-HIP-KNEE-HRRP,N/A,0.9664,4.1433,4.2874
80009,READM-30-HF-HRRP,337,0.9061,19.118,21.0983
80009,READM-30-COPD-HRRP,198,1.0157,19.0845,18.7896
80009,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
80009,READM-30-AMI-HRRP,N/A,1.0441,16.7091,16.0041
90001,READM-30-PN-HRRP,203,1.1196,19.8524,17.7313
90001,READM-30-HIP-KNEE-HRRP,N/A,1.0382,3.7598,3.6214
90001,READM-30-HF-HRRP,350,1.003,21.0869,21.0249
90001,READM-30-COPD-HRRP,80,1.0412,22.016,21.1452
90001,READM-30-CABG-HRRP,51,1.2629,16.5136,13.076
90001,READM-30-AMI-HRRP,171,0.9918,14.8765,14.9995
90003,READM-30-PN-HRRP,125,0.9522,17.3702,18.2426
90003,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
90003,READM-30-HF-HRRP,156,1.1044,26.3123,23.826
90003,READM-30-COPD-HRRP,84,1.0906,25.735,23.5967
90003,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
90003,READM-30-AMI-HRRP,36,1.0866,20.1165,18.5129
90004,READM-30-PN-HRRP,213,1.05,18.9064,18.0058
90004,READM-30-HIP-KNEE-HRRP,252,1.1335,4.3151,3.8071
90004,READM-30-HF-HRRP,172,1.081,24.2462,22.4294
90004,READM-30-COPD-HRRP,54,1.0065,23.0942,22.9458
90004,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
90004,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
90005,READM-30-PN-HRRP,345,0.9779,14.3791,14.7044
90005,READM-30-HIP-KNEE-HRRP,372,0.9697,3.6344,3.7482
90005,READM-30-HF-HRRP,238,1.0051,18.3516,18.2585
90005,READM-30-COPD-HRRP,N/A,0.9218,16.3963,17.7875
90005,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
90005,READM-30-AMI-HRRP,N/A,0.999,15.5278,15.544
90008,READM-30-PN-HRRP,107,1.0027,20.3647,20.3105
90008,READM-30-HIP-KNEE-HRRP,0,N/A,N/A,N/A
90008,READM-30-HF-HRRP,134,1.0941,26.5695,24.2835
90008,READM-30-COPD-HRRP,N/A,0.9653,21.1473,21.908
90008,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
90008,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
90011,READM-30-PN-HRRP,427,1.0244,18.7732,18.3268
90011,READM-30-HIP-KNEE-HRRP,N/A,0.9328,4.1235,4.4207
90011,READM-30-HF-HRRP,1371,0.9761,21.7076,22.2384
90011,READM-30-COPD-HRRP,219,1.0264,22.3112,21.7373
90011,READM-30-CABG-HRRP,533,0.7629,9.5747,12.5501
90011,READM-30-AMI-HRRP,779,1.0611,17.0477,16.0665
100001,READM-30-PN-HRRP,214,1.0604,20.3081,19.1516
100001,READM-30-HIP-KNEE-HRRP,N/A,1.0357,5.2108,5.031
100001,READM-30-HF-HRRP,428,1.0172,23.5598,23.1611
100001,READM-30-COPD-HRRP,175,1.014,23.3299,23.0074
100001,READM-30-CABG-HRRP,N/A,1.1643,13.9323,11.9665
100001,READM-30-AMI-HRRP,134,0.9956,16.5938,16.6669
100002,READM-30-PN-HRRP,787,0.9743,16.1275,16.5528
100002,READM-30-HIP-KNEE-HRRP,462,0.7781,3.9671,5.0987
100002,READM-30-HF-HRRP,601,1.007,21.0554,20.9093
100002,READM-30-COPD-HRRP,298,1.0139,19.4378,19.172
100002,READM-30-CABG-HRRP,N/A,1.0211,13.5246,13.2456
100002,READM-30-AMI-HRRP,254,1.0774,17.6924,16.4216
100006,READM-30-PN-HRRP,740,0.9476,16.8996,17.8341
100006,READM-30-HIP-KNEE-HRRP,1382,1.3421,5.7838,4.3095
100006,READM-30-HF-HRRP,1298,1.0676,22.9284,21.477
100006,READM-30-COPD-HRRP,410,1.1193,22.1877,19.8225
100006,READM-30-CABG-HRRP,223,1.0546,12.9082,12.2402
100006,READM-30-AMI-HRRP,499,0.974,15.7129,16.1321
100007,READM-30-AMI-HRRP,613,1.1478,17.2197,15.0019
100007,READM-30-PN-HRRP,2628,1.0961,18.4202,16.8049
100007,READM-30-HIP-KNEE-HRRP,1050,1.0111,4.0773,4.0325
100007,READM-30-HF-HRRP,2983,1.0995,23.3869,21.2707
100007,READM-30-COPD-HRRP,930,1.0436,19.746,18.9218
100007,READM-30-CABG-HRRP,369,1.4212,18.8559,13.2676
100008,READM-30-PN-HRRP,562,1.0134,17.4382,17.2081
100008,READM-30-HIP-KNEE-HRRP,N/A,0.942,5.3672,5.6978
100008,READM-30-HF-HRRP,523,0.921,19.7717,21.4677
100008,READM-30-COPD-HRRP,194,1.047,19.7812,18.8935
100008,READM-30-CABG-HRRP,N/A,0.8982,10.5661,11.7641
